"measurementLabel" "measurementCode" "subjectID" "activityLabel" "activityCode" "meanMeasurementBySubjectByActivity"
"tBodyAccJerk-std()-Y" 85 8 "STANDING" 5 -0.976
"tBodyAccJerk-std()-Y" 85 8 "LAYING" 6 -0.977
"tBodyAccJerk-std()-Y" 85 9 "WALKING" 1 -0.277
"tBodyAccJerk-std()-Y" 85 9 "WALKING_UPSTAIRS" 2 -0.586
"tBodyAccJerk-std()-Y" 85 9 "WALKING_DOWNSTAIRS" 3 -0.309
"tBodyAccJerk-std()-Y" 85 9 "SITTING" 4 -0.957
"tBodyAccJerk-std()-Y" 85 9 "STANDING" 5 -0.964
"tBodyAccJerk-std()-Y" 85 9 "LAYING" 6 -0.964
"tBodyAccJerk-std()-Y" 85 10 "WALKING" 1 0.0751
"tBodyAccJerk-std()-Y" 85 10 "WALKING_UPSTAIRS" 2 -0.178
"tBodyAccJerk-std()-Y" 85 10 "WALKING_DOWNSTAIRS" 3 -0.105
"tBodyAccJerk-std()-Y" 85 10 "SITTING" 4 -0.981
"tBodyAccJerk-std()-Y" 85 10 "STANDING" 5 -0.941
"tBodyAccJerk-std()-Y" 85 10 "LAYING" 6 -0.967
"tBodyAccJerk-std()-Y" 85 11 "WALKING" 1 -0.181
"tBodyAccJerk-std()-Y" 85 11 "WALKING_UPSTAIRS" 2 -0.428
"tBodyAccJerk-std()-Y" 85 11 "WALKING_DOWNSTAIRS" 3 -0.127
"tBodyAccJerk-std()-Y" 85 11 "SITTING" 4 -0.967
"tBodyAccJerk-std()-Y" 85 11 "STANDING" 5 -0.979
"tBodyAccJerk-std()-Y" 85 11 "LAYING" 6 -0.973
"tBodyAccJerk-std()-Y" 85 12 "WALKING" 1 -0.0894
"tBodyAccJerk-std()-Y" 85 12 "WALKING_UPSTAIRS" 2 -0.311
"tBodyAccJerk-std()-Y" 85 12 "WALKING_DOWNSTAIRS" 3 0.0629
"tBodyAccJerk-std()-Y" 85 12 "SITTING" 4 -0.964
"tBodyAccJerk-std()-Y" 85 12 "STANDING" 5 -0.953
"tBodyAccJerk-std()-Y" 85 12 "LAYING" 6 -0.963
"tBodyAccJerk-std()-Y" 85 13 "WALKING" 1 0.0565
"tBodyAccJerk-std()-Y" 85 13 "WALKING_UPSTAIRS" 2 -0.323
"tBodyAccJerk-std()-Y" 85 13 "WALKING_DOWNSTAIRS" 3 -0.149
"tBodyAccJerk-std()-Y" 85 13 "SITTING" 4 -0.984
"tBodyAccJerk-std()-Y" 85 13 "STANDING" 5 -0.978
"tBodyAccJerk-std()-Y" 85 13 "LAYING" 6 -0.98
"tBodyAccJerk-std()-Y" 85 14 "WALKING" 1 -0.344
"tBodyAccJerk-std()-Y" 85 14 "WALKING_UPSTAIRS" 2 -0.336
"tBodyAccJerk-std()-Y" 85 14 "WALKING_DOWNSTAIRS" 3 0.193
"tBodyAccJerk-std()-Y" 85 14 "SITTING" 4 -0.968
"tBodyAccJerk-std()-Y" 85 14 "STANDING" 5 -0.966
"tBodyAccJerk-std()-Y" 85 14 "LAYING" 6 -0.968
"tBodyAccJerk-std()-Y" 85 15 "WALKING" 1 -0.0319
"tBodyAccJerk-std()-Y" 85 15 "WALKING_UPSTAIRS" 2 -0.312
"tBodyAccJerk-std()-Y" 85 15 "WALKING_DOWNSTAIRS" 3 0.0158
"tBodyAccJerk-std()-Y" 85 15 "SITTING" 4 -0.978
"tBodyAccJerk-std()-Y" 85 15 "STANDING" 5 -0.968
"tBodyAccJerk-std()-Y" 85 15 "LAYING" 6 -0.971
"tBodyAccJerk-std()-Y" 85 16 "WALKING" 1 -0.426
"tBodyAccJerk-std()-Y" 85 16 "WALKING_UPSTAIRS" 2 -0.426
"tBodyAccJerk-std()-Y" 85 16 "WALKING_DOWNSTAIRS" 3 -0.262
"tBodyAccJerk-std()-Y" 85 16 "SITTING" 4 -0.982
"tBodyAccJerk-std()-Y" 85 16 "STANDING" 5 -0.983
"tBodyAccJerk-std()-Y" 85 16 "LAYING" 6 -0.985
"tBodyAccJerk-std()-Y" 85 17 "WALKING" 1 -0.0935
"tBodyAccJerk-std()-Y" 85 17 "WALKING_UPSTAIRS" 2 -0.35
"tBodyAccJerk-std()-Y" 85 17 "WALKING_DOWNSTAIRS" 3 -0.304
"tBodyAccJerk-std()-Y" 85 17 "SITTING" 4 -0.989
"tBodyAccJerk-std()-Y" 85 17 "STANDING" 5 -0.987
"tBodyAccJerk-std()-Y" 85 17 "LAYING" 6 -0.977
"tBodyAccJerk-std()-Y" 85 18 "WALKING" 1 -0.32
"tBodyAccJerk-std()-Y" 85 18 "WALKING_UPSTAIRS" 2 -0.568
"tBodyAccJerk-std()-Y" 85 18 "WALKING_DOWNSTAIRS" 3 -0.447
"tBodyAccJerk-std()-Y" 85 18 "SITTING" 4 -0.984
"tBodyAccJerk-std()-Y" 85 18 "STANDING" 5 -0.975
"tBodyAccJerk-std()-Y" 85 18 "LAYING" 6 -0.986
"tBodyAccJerk-std()-Y" 85 19 "WALKING" 1 0.0809
"tBodyAccJerk-std()-Y" 85 19 "WALKING_UPSTAIRS" 2 -0.0129
"tBodyAccJerk-std()-Y" 85 19 "WALKING_DOWNSTAIRS" 3 0.355
"tBodyAccJerk-std()-Y" 85 19 "SITTING" 4 -0.979
"tBodyAccJerk-std()-Y" 85 19 "STANDING" 5 -0.971
"tBodyAccJerk-std()-Y" 85 19 "LAYING" 6 -0.975
"tBodyAccJerk-std()-Y" 85 20 "WALKING" 1 0.244
"tBodyAccJerk-std()-Y" 85 20 "WALKING_UPSTAIRS" 2 -0.261
"tBodyAccJerk-std()-Y" 85 20 "WALKING_DOWNSTAIRS" 3 0.29
"tBodyAccJerk-std()-Y" 85 20 "SITTING" 4 -0.971
"tBodyAccJerk-std()-Y" 85 20 "STANDING" 5 -0.936
"tBodyAccJerk-std()-Y" 85 20 "LAYING" 6 -0.977
"tBodyAccJerk-std()-Y" 85 21 "WALKING" 1 -0.0347
"tBodyAccJerk-std()-Y" 85 21 "WALKING_UPSTAIRS" 2 -0.203
"tBodyAccJerk-std()-Y" 85 21 "WALKING_DOWNSTAIRS" 3 -0.0796
"tBodyAccJerk-std()-Y" 85 21 "SITTING" 4 -0.979
"tBodyAccJerk-std()-Y" 85 21 "STANDING" 5 -0.964
"tBodyAccJerk-std()-Y" 85 21 "LAYING" 6 -0.972
"tBodyAccJerk-std()-Y" 85 22 "WALKING" 1 0.226
"tBodyAccJerk-std()-Y" 85 22 "WALKING_UPSTAIRS" 2 -0.0576
"tBodyAccJerk-std()-Y" 85 22 "WALKING_DOWNSTAIRS" 3 0.0199
"tBodyAccJerk-std()-Y" 85 22 "SITTING" 4 -0.965
"tBodyAccJerk-std()-Y" 85 22 "STANDING" 5 -0.952
"tBodyAccJerk-std()-Y" 85 22 "LAYING" 6 -0.955
"tBodyAccJerk-std()-Y" 85 23 "WALKING" 1 -0.0805
"tBodyAccJerk-std()-Y" 85 23 "WALKING_UPSTAIRS" 2 -0.328
"tBodyAccJerk-std()-Y" 85 23 "WALKING_DOWNSTAIRS" 3 -0.0883
"tBodyAccJerk-std()-Y" 85 23 "SITTING" 4 -0.978
"tBodyAccJerk-std()-Y" 85 23 "STANDING" 5 -0.975
"tBodyAccJerk-std()-Y" 85 23 "LAYING" 6 -0.989
"tBodyAccJerk-std()-Y" 85 24 "WALKING" 1 -0.302
"tBodyAccJerk-std()-Y" 85 24 "WALKING_UPSTAIRS" 2 -0.515
"tBodyAccJerk-std()-Y" 85 24 "WALKING_DOWNSTAIRS" 3 -0.169
"tBodyAccJerk-std()-Y" 85 24 "SITTING" 4 -0.98
"tBodyAccJerk-std()-Y" 85 24 "STANDING" 5 -0.968
"tBodyAccJerk-std()-Y" 85 24 "LAYING" 6 -0.982
"tBodyAccJerk-std()-Y" 85 25 "WALKING" 1 -0.383
"tBodyAccJerk-std()-Y" 85 25 "WALKING_UPSTAIRS" 2 -0.627
"tBodyAccJerk-std()-Y" 85 25 "WALKING_DOWNSTAIRS" 3 -0.372
"tBodyAccJerk-std()-Y" 85 25 "SITTING" 4 -0.983
"tBodyAccJerk-std()-Y" 85 25 "STANDING" 5 -0.972
"tBodyAccJerk-std()-Y" 85 25 "LAYING" 6 -0.946
"tBodyAccJerk-std()-Y" 85 26 "WALKING" 1 -0.262
"tBodyAccJerk-std()-Y" 85 26 "WALKING_UPSTAIRS" 2 -0.4
"tBodyAccJerk-std()-Y" 85 26 "WALKING_DOWNSTAIRS" 3 -0.0864
"tBodyAccJerk-std()-Y" 85 26 "SITTING" 4 -0.986
"tBodyAccJerk-std()-Y" 85 26 "STANDING" 5 -0.976
"tBodyAccJerk-std()-Y" 85 26 "LAYING" 6 -0.987
"tBodyAccJerk-std()-Y" 85 27 "WALKING" 1 -0.104
"tBodyAccJerk-std()-Y" 85 27 "WALKING_UPSTAIRS" 2 -0.427
"tBodyAccJerk-std()-Y" 85 27 "WALKING_DOWNSTAIRS" 3 -0.139
"tBodyAccJerk-std()-Y" 85 27 "SITTING" 4 -0.985
"tBodyAccJerk-std()-Y" 85 27 "STANDING" 5 -0.976
"tBodyAccJerk-std()-Y" 85 27 "LAYING" 6 -0.985
"tBodyAccJerk-std()-Y" 85 28 "WALKING" 1 -0.22
"tBodyAccJerk-std()-Y" 85 28 "WALKING_UPSTAIRS" 2 -0.332
"tBodyAccJerk-std()-Y" 85 28 "WALKING_DOWNSTAIRS" 3 0.0266
"tBodyAccJerk-std()-Y" 85 28 "SITTING" 4 -0.962
"tBodyAccJerk-std()-Y" 85 28 "STANDING" 5 -0.934
"tBodyAccJerk-std()-Y" 85 28 "LAYING" 6 -0.979
"tBodyAccJerk-std()-Y" 85 29 "WALKING" 1 -0.0872
"tBodyAccJerk-std()-Y" 85 29 "WALKING_UPSTAIRS" 2 -0.389
"tBodyAccJerk-std()-Y" 85 29 "WALKING_DOWNSTAIRS" 3 -0.0773
"tBodyAccJerk-std()-Y" 85 29 "SITTING" 4 -0.984
"tBodyAccJerk-std()-Y" 85 29 "STANDING" 5 -0.983
"tBodyAccJerk-std()-Y" 85 29 "LAYING" 6 -0.99
"tBodyAccJerk-std()-Y" 85 30 "WALKING" 1 -0.271
"tBodyAccJerk-std()-Y" 85 30 "WALKING_UPSTAIRS" 2 -0.587
"tBodyAccJerk-std()-Y" 85 30 "WALKING_DOWNSTAIRS" 3 -0.195
"tBodyAccJerk-std()-Y" 85 30 "SITTING" 4 -0.98
"tBodyAccJerk-std()-Y" 85 30 "STANDING" 5 -0.957
"tBodyAccJerk-std()-Y" 85 30 "LAYING" 6 -0.971
"tBodyAccJerk-std()-Z" 86 1 "WALKING" 1 -0.503
"tBodyAccJerk-std()-Z" 86 1 "WALKING_UPSTAIRS" 2 -0.707
"tBodyAccJerk-std()-Z" 86 1 "WALKING_DOWNSTAIRS" 3 -0.346
"tBodyAccJerk-std()-Z" 86 1 "SITTING" 4 -0.988
"tBodyAccJerk-std()-Z" 86 1 "STANDING" 5 -0.992
"tBodyAccJerk-std()-Z" 86 1 "LAYING" 6 -0.955
"tBodyAccJerk-std()-Z" 86 2 "WALKING" 1 -0.586
"tBodyAccJerk-std()-Z" 86 2 "WALKING_UPSTAIRS" 2 -0.574
"tBodyAccJerk-std()-Z" 86 2 "WALKING_DOWNSTAIRS" 3 -0.34
"tBodyAccJerk-std()-Z" 86 2 "SITTING" 4 -0.988
"tBodyAccJerk-std()-Z" 86 2 "STANDING" 5 -0.983
"tBodyAccJerk-std()-Z" 86 2 "LAYING" 6 -0.988
"tBodyAccJerk-std()-Z" 86 3 "WALKING" 1 -0.529
"tBodyAccJerk-std()-Z" 86 3 "WALKING_UPSTAIRS" 2 -0.709
"tBodyAccJerk-std()-Z" 86 3 "WALKING_DOWNSTAIRS" 3 -0.572
"tBodyAccJerk-std()-Z" 86 3 "SITTING" 4 -0.975
"tBodyAccJerk-std()-Z" 86 3 "STANDING" 5 -0.973
"tBodyAccJerk-std()-Z" 86 3 "LAYING" 6 -0.982
"tBodyAccJerk-std()-Z" 86 4 "WALKING" 1 -0.751
"tBodyAccJerk-std()-Z" 86 4 "WALKING_UPSTAIRS" 2 -0.726
"tBodyAccJerk-std()-Z" 86 4 "WALKING_DOWNSTAIRS" 3 -0.627
"tBodyAccJerk-std()-Z" 86 4 "SITTING" 4 -0.979
"tBodyAccJerk-std()-Z" 86 4 "STANDING" 5 -0.973
"tBodyAccJerk-std()-Z" 86 4 "LAYING" 6 -0.979
"tBodyAccJerk-std()-Z" 86 5 "WALKING" 1 -0.613
"tBodyAccJerk-std()-Z" 86 5 "WALKING_UPSTAIRS" 2 -0.638
"tBodyAccJerk-std()-Z" 86 5 "WALKING_DOWNSTAIRS" 3 -0.523
"tBodyAccJerk-std()-Z" 86 5 "SITTING" 4 -0.973
"tBodyAccJerk-std()-Z" 86 5 "STANDING" 5 -0.964
"tBodyAccJerk-std()-Z" 86 5 "LAYING" 6 -0.985
"tBodyAccJerk-std()-Z" 86 6 "WALKING" 1 -0.576
"tBodyAccJerk-std()-Z" 86 6 "WALKING_UPSTAIRS" 2 -0.561
"tBodyAccJerk-std()-Z" 86 6 "WALKING_DOWNSTAIRS" 3 -0.337
"tBodyAccJerk-std()-Z" 86 6 "SITTING" 4 -0.959
"tBodyAccJerk-std()-Z" 86 6 "STANDING" 5 -0.968
"tBodyAccJerk-std()-Z" 86 6 "LAYING" 6 -0.96
"tBodyAccJerk-std()-Z" 86 7 "WALKING" 1 -0.149
"tBodyAccJerk-std()-Z" 86 7 "WALKING_UPSTAIRS" 2 -0.608
"tBodyAccJerk-std()-Z" 86 7 "WALKING_DOWNSTAIRS" 3 -0.347
"tBodyAccJerk-std()-Z" 86 7 "SITTING" 4 -0.972
"tBodyAccJerk-std()-Z" 86 7 "STANDING" 5 -0.972
"tBodyAccJerk-std()-Z" 86 7 "LAYING" 6 -0.973
"tBodyAccJerk-std()-Z" 86 8 "WALKING" 1 -0.383
"tBodyAccJerk-std()-Z" 86 8 "WALKING_UPSTAIRS" 2 -0.448
"tBodyAccJerk-std()-Z" 86 8 "WALKING_DOWNSTAIRS" 3 -0.0135
"tBodyAccJerk-std()-Z" 86 8 "SITTING" 4 -0.985
"tBodyAccJerk-std()-Z" 86 8 "STANDING" 5 -0.983
"tBodyAccJerk-std()-Z" 86 8 "LAYING" 6 -0.966
"tBodyAccJerk-std()-Z" 86 9 "WALKING" 1 -0.41
"tBodyAccJerk-std()-Z" 86 9 "WALKING_UPSTAIRS" 2 -0.647
"tBodyAccJerk-std()-Z" 86 9 "WALKING_DOWNSTAIRS" 3 -0.36
"tBodyAccJerk-std()-Z" 86 9 "SITTING" 4 -0.962
"tBodyAccJerk-std()-Z" 86 9 "STANDING" 5 -0.971
"tBodyAccJerk-std()-Z" 86 9 "LAYING" 6 -0.959
"tBodyAccJerk-std()-Z" 86 10 "WALKING" 1 -0.512
"tBodyAccJerk-std()-Z" 86 10 "WALKING_UPSTAIRS" 2 -0.608
"tBodyAccJerk-std()-Z" 86 10 "WALKING_DOWNSTAIRS" 3 -0.318
"tBodyAccJerk-std()-Z" 86 10 "SITTING" 4 -0.988
"tBodyAccJerk-std()-Z" 86 10 "STANDING" 5 -0.976
"tBodyAccJerk-std()-Z" 86 10 "LAYING" 6 -0.976
"tBodyAccJerk-std()-Z" 86 11 "WALKING" 1 -0.721
"tBodyAccJerk-std()-Z" 86 11 "WALKING_UPSTAIRS" 2 -0.785
"tBodyAccJerk-std()-Z" 86 11 "WALKING_DOWNSTAIRS" 3 -0.58
"tBodyAccJerk-std()-Z" 86 11 "SITTING" 4 -0.983
"tBodyAccJerk-std()-Z" 86 11 "STANDING" 5 -0.99
"tBodyAccJerk-std()-Z" 86 11 "LAYING" 6 -0.982
"tBodyAccJerk-std()-Z" 86 12 "WALKING" 1 -0.512
"tBodyAccJerk-std()-Z" 86 12 "WALKING_UPSTAIRS" 2 -0.719
"tBodyAccJerk-std()-Z" 86 12 "WALKING_DOWNSTAIRS" 3 -0.499
"tBodyAccJerk-std()-Z" 86 12 "SITTING" 4 -0.979
"tBodyAccJerk-std()-Z" 86 12 "STANDING" 5 -0.976
"tBodyAccJerk-std()-Z" 86 12 "LAYING" 6 -0.971
"tBodyAccJerk-std()-Z" 86 13 "WALKING" 1 -0.375
"tBodyAccJerk-std()-Z" 86 13 "WALKING_UPSTAIRS" 2 -0.661
"tBodyAccJerk-std()-Z" 86 13 "WALKING_DOWNSTAIRS" 3 -0.317
"tBodyAccJerk-std()-Z" 86 13 "SITTING" 4 -0.988
"tBodyAccJerk-std()-Z" 86 13 "STANDING" 5 -0.987
"tBodyAccJerk-std()-Z" 86 13 "LAYING" 6 -0.983
"tBodyAccJerk-std()-Z" 86 14 "WALKING" 1 -0.473
"tBodyAccJerk-std()-Z" 86 14 "WALKING_UPSTAIRS" 2 -0.328
"tBodyAccJerk-std()-Z" 86 14 "WALKING_DOWNSTAIRS" 3 -0.134
"tBodyAccJerk-std()-Z" 86 14 "SITTING" 4 -0.976
"tBodyAccJerk-std()-Z" 86 14 "STANDING" 5 -0.971
"tBodyAccJerk-std()-Z" 86 14 "LAYING" 6 -0.972
"tBodyAccJerk-std()-Z" 86 15 "WALKING" 1 -0.686
"tBodyAccJerk-std()-Z" 86 15 "WALKING_UPSTAIRS" 2 -0.749
"tBodyAccJerk-std()-Z" 86 15 "WALKING_DOWNSTAIRS" 3 -0.404
"tBodyAccJerk-std()-Z" 86 15 "SITTING" 4 -0.987
"tBodyAccJerk-std()-Z" 86 15 "STANDING" 5 -0.985
"tBodyAccJerk-std()-Z" 86 15 "LAYING" 6 -0.978
"tBodyAccJerk-std()-Z" 86 16 "WALKING" 1 -0.44
"tBodyAccJerk-std()-Z" 86 16 "WALKING_UPSTAIRS" 2 -0.593
"tBodyAccJerk-std()-Z" 86 16 "WALKING_DOWNSTAIRS" 3 -0.303
"tBodyAccJerk-std()-Z" 86 16 "SITTING" 4 -0.983
"tBodyAccJerk-std()-Z" 86 16 "STANDING" 5 -0.988
"tBodyAccJerk-std()-Z" 86 16 "LAYING" 6 -0.988
"tBodyAccJerk-std()-Z" 86 17 "WALKING" 1 -0.534
"tBodyAccJerk-std()-Z" 86 17 "WALKING_UPSTAIRS" 2 -0.657
"tBodyAccJerk-std()-Z" 86 17 "WALKING_DOWNSTAIRS" 3 -0.536
"tBodyAccJerk-std()-Z" 86 17 "SITTING" 4 -0.991
"tBodyAccJerk-std()-Z" 86 17 "STANDING" 5 -0.991
"tBodyAccJerk-std()-Z" 86 17 "LAYING" 6 -0.983
"tBodyAccJerk-std()-Z" 86 18 "WALKING" 1 -0.633
"tBodyAccJerk-std()-Z" 86 18 "WALKING_UPSTAIRS" 2 -0.761
"tBodyAccJerk-std()-Z" 86 18 "WALKING_DOWNSTAIRS" 3 -0.651
"tBodyAccJerk-std()-Z" 86 18 "SITTING" 4 -0.99
"tBodyAccJerk-std()-Z" 86 18 "STANDING" 5 -0.988
"tBodyAccJerk-std()-Z" 86 18 "LAYING" 6 -0.991
"tBodyAccJerk-std()-Z" 86 19 "WALKING" 1 -0.179
"tBodyAccJerk-std()-Z" 86 19 "WALKING_UPSTAIRS" 2 -0.444
"tBodyAccJerk-std()-Z" 86 19 "WALKING_DOWNSTAIRS" 3 -0.02
"tBodyAccJerk-std()-Z" 86 19 "SITTING" 4 -0.987
"tBodyAccJerk-std()-Z" 86 19 "STANDING" 5 -0.986
"tBodyAccJerk-std()-Z" 86 19 "LAYING" 6 -0.988
"tBodyAccJerk-std()-Z" 86 20 "WALKING" 1 -0.388
"tBodyAccJerk-std()-Z" 86 20 "WALKING_UPSTAIRS" 2 -0.514
"tBodyAccJerk-std()-Z" 86 20 "WALKING_DOWNSTAIRS" 3 -0.382
"tBodyAccJerk-std()-Z" 86 20 "SITTING" 4 -0.977
"tBodyAccJerk-std()-Z" 86 20 "STANDING" 5 -0.959
"tBodyAccJerk-std()-Z" 86 20 "LAYING" 6 -0.985
"tBodyAccJerk-std()-Z" 86 21 "WALKING" 1 -0.425
"tBodyAccJerk-std()-Z" 86 21 "WALKING_UPSTAIRS" 2 -0.562
"tBodyAccJerk-std()-Z" 86 21 "WALKING_DOWNSTAIRS" 3 -0.246
"tBodyAccJerk-std()-Z" 86 21 "SITTING" 4 -0.986
"tBodyAccJerk-std()-Z" 86 21 "STANDING" 5 -0.978
"tBodyAccJerk-std()-Z" 86 21 "LAYING" 6 -0.984
"tBodyAccJerk-std()-Z" 86 22 "WALKING" 1 -0.313
"tBodyAccJerk-std()-Z" 86 22 "WALKING_UPSTAIRS" 2 -0.472
"tBodyAccJerk-std()-Z" 86 22 "WALKING_DOWNSTAIRS" 3 -0.478
"tBodyAccJerk-std()-Z" 86 22 "SITTING" 4 -0.979
"tBodyAccJerk-std()-Z" 86 22 "STANDING" 5 -0.981
"tBodyAccJerk-std()-Z" 86 22 "LAYING" 6 -0.975
"tBodyAccJerk-std()-Z" 86 23 "WALKING" 1 -0.0293
"tBodyAccJerk-std()-Z" 86 23 "WALKING_UPSTAIRS" 2 -0.408
"tBodyAccJerk-std()-Z" 86 23 "WALKING_DOWNSTAIRS" 3 0.031
"tBodyAccJerk-std()-Z" 86 23 "SITTING" 4 -0.976
"tBodyAccJerk-std()-Z" 86 23 "STANDING" 5 -0.974
"tBodyAccJerk-std()-Z" 86 23 "LAYING" 6 -0.985
"tBodyAccJerk-std()-Z" 86 24 "WALKING" 1 -0.491
"tBodyAccJerk-std()-Z" 86 24 "WALKING_UPSTAIRS" 2 -0.524
"tBodyAccJerk-std()-Z" 86 24 "WALKING_DOWNSTAIRS" 3 -0.29
"tBodyAccJerk-std()-Z" 86 24 "SITTING" 4 -0.985
"tBodyAccJerk-std()-Z" 86 24 "STANDING" 5 -0.978
"tBodyAccJerk-std()-Z" 86 24 "LAYING" 6 -0.983
"tBodyAccJerk-std()-Z" 86 25 "WALKING" 1 -0.676
"tBodyAccJerk-std()-Z" 86 25 "WALKING_UPSTAIRS" 2 -0.812
"tBodyAccJerk-std()-Z" 86 25 "WALKING_DOWNSTAIRS" 3 -0.711
"tBodyAccJerk-std()-Z" 86 25 "SITTING" 4 -0.988
"tBodyAccJerk-std()-Z" 86 25 "STANDING" 5 -0.987
"tBodyAccJerk-std()-Z" 86 25 "LAYING" 6 -0.968
"tBodyAccJerk-std()-Z" 86 26 "WALKING" 1 -0.397
"tBodyAccJerk-std()-Z" 86 26 "WALKING_UPSTAIRS" 2 -0.678
"tBodyAccJerk-std()-Z" 86 26 "WALKING_DOWNSTAIRS" 3 -0.379
"tBodyAccJerk-std()-Z" 86 26 "SITTING" 4 -0.99
"tBodyAccJerk-std()-Z" 86 26 "STANDING" 5 -0.987
"tBodyAccJerk-std()-Z" 86 26 "LAYING" 6 -0.989
"tBodyAccJerk-std()-Z" 86 27 "WALKING" 1 -0.401
"tBodyAccJerk-std()-Z" 86 27 "WALKING_UPSTAIRS" 2 -0.634
"tBodyAccJerk-std()-Z" 86 27 "WALKING_DOWNSTAIRS" 3 -0.409
"tBodyAccJerk-std()-Z" 86 27 "SITTING" 4 -0.989
"tBodyAccJerk-std()-Z" 86 27 "STANDING" 5 -0.987
"tBodyAccJerk-std()-Z" 86 27 "LAYING" 6 -0.99
"tBodyAccJerk-std()-Z" 86 28 "WALKING" 1 -0.537
"tBodyAccJerk-std()-Z" 86 28 "WALKING_UPSTAIRS" 2 -0.637
"tBodyAccJerk-std()-Z" 86 28 "WALKING_DOWNSTAIRS" 3 -0.427
"tBodyAccJerk-std()-Z" 86 28 "SITTING" 4 -0.976
"tBodyAccJerk-std()-Z" 86 28 "STANDING" 5 -0.97
"tBodyAccJerk-std()-Z" 86 28 "LAYING" 6 -0.973
"tBodyAccJerk-std()-Z" 86 29 "WALKING" 1 -0.462
"tBodyAccJerk-std()-Z" 86 29 "WALKING_UPSTAIRS" 2 -0.679
"tBodyAccJerk-std()-Z" 86 29 "WALKING_DOWNSTAIRS" 3 -0.479
"tBodyAccJerk-std()-Z" 86 29 "SITTING" 4 -0.99
"tBodyAccJerk-std()-Z" 86 29 "STANDING" 5 -0.991
"tBodyAccJerk-std()-Z" 86 29 "LAYING" 6 -0.993
"tBodyAccJerk-std()-Z" 86 30 "WALKING" 1 -0.521
"tBodyAccJerk-std()-Z" 86 30 "WALKING_UPSTAIRS" 2 -0.762
"tBodyAccJerk-std()-Z" 86 30 "WALKING_DOWNSTAIRS" 3 -0.467
"tBodyAccJerk-std()-Z" 86 30 "SITTING" 4 -0.988
"tBodyAccJerk-std()-Z" 86 30 "STANDING" 5 -0.969
"tBodyAccJerk-std()-Z" 86 30 "LAYING" 6 -0.98
"tBodyGyro-mean()-X" 121 1 "WALKING" 1 -0.0418
"tBodyGyro-mean()-X" 121 1 "WALKING_UPSTAIRS" 2 0.0505
"tBodyGyro-mean()-X" 121 1 "WALKING_DOWNSTAIRS" 3 -0.0351
"tBodyGyro-mean()-X" 121 1 "SITTING" 4 -0.0454
"tBodyGyro-mean()-X" 121 1 "STANDING" 5 -0.024
"tBodyGyro-mean()-X" 121 1 "LAYING" 6 -0.0166
"tBodyGyro-mean()-X" 121 2 "WALKING" 1 -0.053
"tBodyGyro-mean()-X" 121 2 "WALKING_UPSTAIRS" 2 -0.0577
"tBodyGyro-mean()-X" 121 2 "WALKING_DOWNSTAIRS" 3 -0.116
"tBodyGyro-mean()-X" 121 2 "SITTING" 4 -0.0455
"tBodyGyro-mean()-X" 121 2 "STANDING" 5 -0.0239
"tBodyGyro-mean()-X" 121 2 "LAYING" 6 -0.0185
"tBodyGyro-mean()-X" 121 3 "WALKING" 1 -0.0256
"tBodyGyro-mean()-X" 121 3 "WALKING_UPSTAIRS" 2 0.0722
"tBodyGyro-mean()-X" 121 3 "WALKING_DOWNSTAIRS" 3 -0.132
"tBodyGyro-mean()-X" 121 3 "SITTING" 4 -0.0385
"tBodyGyro-mean()-X" 121 3 "STANDING" 5 -0.0247
"tBodyGyro-mean()-X" 121 3 "LAYING" 6 -0.0208
"tBodyGyro-mean()-X" 121 4 "WALKING" 1 -0.0318
"tBodyGyro-mean()-X" 121 4 "WALKING_UPSTAIRS" 2 0.0394
"tBodyGyro-mean()-X" 121 4 "WALKING_DOWNSTAIRS" 3 -0.103
"tBodyGyro-mean()-X" 121 4 "SITTING" 4 -0.0494
"tBodyGyro-mean()-X" 121 4 "STANDING" 5 -0.0306
"tBodyGyro-mean()-X" 121 4 "LAYING" 6 -0.00923
"tBodyGyro-mean()-X" 121 5 "WALKING" 1 -0.0489
"tBodyGyro-mean()-X" 121 5 "WALKING_UPSTAIRS" 2 0.0395
"tBodyGyro-mean()-X" 121 5 "WALKING_DOWNSTAIRS" 3 -0.0683
"tBodyGyro-mean()-X" 121 5 "SITTING" 4 -0.0422
"tBodyGyro-mean()-X" 121 5 "STANDING" 5 -0.0323
"tBodyGyro-mean()-X" 121 5 "LAYING" 6 -0.0219
"tBodyGyro-mean()-X" 121 6 "WALKING" 1 -0.0255
"tBodyGyro-mean()-X" 121 6 "WALKING_UPSTAIRS" 2 -0.0767
"tBodyGyro-mean()-X" 121 6 "WALKING_DOWNSTAIRS" 3 -0.0961
"tBodyGyro-mean()-X" 121 6 "SITTING" 4 -0.0372
"tBodyGyro-mean()-X" 121 6 "STANDING" 5 -0.0283
"tBodyGyro-mean()-X" 121 6 "LAYING" 6 -0.00796
"tBodyGyro-mean()-X" 121 7 "WALKING" 1 0.00229
"tBodyGyro-mean()-X" 121 7 "WALKING_UPSTAIRS" 2 -0.139
"tBodyGyro-mean()-X" 121 7 "WALKING_DOWNSTAIRS" 3 -0.105
"tBodyGyro-mean()-X" 121 7 "SITTING" 4 -0.0496
"tBodyGyro-mean()-X" 121 7 "STANDING" 5 -0.0292
